# FLASH-like analytic profile
# columns:
# r_cm dens_gcm3 temp_MeV ye pres_dummy entr_dummy
8.18819e+07 0.148463 0.1 0.234234 0.0148463 0.188854
8.20821e+07 0.145591 0.1 0.234685 0.0145591 0.190088
8.22823e+07 0.142781 0.1 0.235135 0.0142781 0.191327
8.24825e+07 0.140032 0.1 0.235586 0.0140032 0.192571
8.26827e+07 0.137342 0.1 0.236036 0.0137342 0.19382
8.28829e+07 0.134711 0.1 0.236486 0.0134711 0.195074
8.30831e+07 0.132136 0.1 0.236937 0.0132136 0.196333
8.32833e+07 0.129616 0.1 0.237387 0.0129616 0.197597
8.34835e+07 0.12715 0.1 0.237838 0.012715 0.198866
8.36837e+07 0.124737 0.1 0.238288 0.0124737 0.200141
8.38839e+07 0.122375 0.1 0.238739 0.0122375 0.20142
8.40841e+07 0.120063 0.1 0.239189 0.0120063 0.202704
8.42843e+07 0.117801 0.1 0.23964 0.0117801 0.203994
8.44845e+07 0.115586 0.1 0.24009 0.0115586 0.205289
8.46847e+07 0.113418 0.1 0.240541 0.0113418 0.206588
8.48849e+07 0.111296 0.1 0.240991 0.0111296 0.207893
8.50851e+07 0.109218 0.1 0.241441 0.0109218 0.209203
8.52853e+07 0.107184 0.1 0.241892 0.0107184 0.210519
8.54855e+07 0.105192 0.1 0.242342 0.0105192 0.211839
8.56857e+07 0.103242 0.1 0.242793 0.0103242 0.213165
8.58859e+07 0.101332 0.1 0.243243 0.0101332 0.214495
8.60861e+07 0.0994621 0.1 0.243694 0.00994621 0.215831
8.62863e+07 0.0976308 0.1 0.244144 0.00976308 0.217172
8.64865e+07 0.0958374 0.1 0.244595 0.00958374 0.218519
8.66867e+07 0.094081 0.1 0.245045 0.0094081 0.21987
8.68869e+07 0.0923607 0.1 0.245495 0.00923607 0.221227
8.70871e+07 0.0906757 0.1 0.245946 0.00906757 0.222589
8.72873e+07 0.0890253 0.1 0.246396 0.00890253 0.223956
8.74875e+07 0.0874085 0.1 0.246847 0.00874085 0.225328
8.76877e+07 0.0858247 0.1 0.247297 0.00858247 0.226706
8.78879e+07 0.0842731 0.1 0.247748 0.00842731 0.228089
8.80881e+07 0.082753 0.1 0.248198 0.0082753 0.229477
8.82883e+07 0.0812637 0.1 0.248649 0.00812637 0.23087
8.84885e+07 0.0798044 0.1 0.249099 0.00798044 0.232269
8.86887e+07 0.0783746 0.1 0.24955 0.00783746 0.233673
8.88889e+07 0.0769735 0.1 0.25 0.00769735 0.235082
8.90891e+07 0.0756006 0.1 0.25045 0.00756006 0.236497
8.92893e+07 0.0742551 0.1 0.250901 0.00742551 0.237916
8.94895e+07 0.0729365 0.1 0.251351 0.00729365 0.239342
8.96897e+07 0.0716442 0.1 0.251802 0.00716442 0.240772
8.98899e+07 0.0703776 0.1 0.252252 0.00703776 0.242208
9.00901e+07 0.0691361 0.1 0.252703 0.00691361 0.243649
9.02903e+07 0.0679192 0.1 0.253153 0.00679192 0.245096
9.04905e+07 0.0667264 0.1 0.253604 0.00667264 0.246548
9.06907e+07 0.0655571 0.1 0.254054 0.00655571 0.248005
9.08909e+07 0.0644108 0.1 0.254505 0.00644108 0.249467
9.10911e+07 0.0632869 0.1 0.254955 0.00632869 0.250935
9.12913e+07 0.0621851 0.1 0.255405 0.00621851 0.252409
9.14915e+07 0.0611048 0.1 0.255856 0.00611048 0.253888
9.16917e+07 0.0600456 0.1 0.256306 0.00600456 0.255372
9.18919e+07 0.059007 0.1 0.256757 0.0059007 0.256861
9.20921e+07 0.0579886 0.1 0.257207 0.00579886 0.258356
9.22923e+07 0.0569899 0.1 0.257658 0.00569899 0.259857
9.24925e+07 0.0560105 0.1 0.258108 0.00560105 0.261363
9.26927e+07 0.05505 0.1 0.258559 0.005505 0.262874
9.28929e+07 0.054108 0.1 0.259009 0.0054108 0.264391
9.30931e+07 0.0531841 0.1 0.259459 0.00531841 0.265913
9.32933e+07 0.0522779 0.1 0.25991 0.00522779 0.267441
9.34935e+07 0.051389 0.1 0.26036 0.0051389 0.268974
9.36937e+07 0.0505171 0.1 0.260811 0.00505171 0.270512
9.38939e+07 0.0496618 0.1 0.261261 0.00496618 0.272057
9.40941e+07 0.0488228 0.1 0.261712 0.00488228 0.273606
9.42943e+07 0.0479996 0.1 0.262162 0.00479996 0.275161
9.44945e+07 0.0471921 0.1 0.262613 0.00471921 0.276722
9.46947e+07 0.0463998 0.1 0.263063 0.00463998 0.278288
9.48949e+07 0.0456224 0.1 0.263514 0.00456224 0.27986
9.50951e+07 0.0448597 0.1 0.263964 0.00448597 0.281437
9.52953e+07 0.0441113 0.1 0.264414 0.00441113 0.28302
9.54955e+07 0.0433769 0.1 0.264865 0.00433769 0.284608
9.56957e+07 0.0426562 0.1 0.265315 0.00426562 0.286202
9.58959e+07 0.0419489 0.1 0.265766 0.00419489 0.287801
9.60961e+07 0.0412549 0.1 0.266216 0.00412549 0.289406
9.62963e+07 0.0405737 0.1 0.266667 0.00405737 0.291017
9.64965e+07 0.0399051 0.1 0.267117 0.00399051 0.292633
9.66967e+07 0.039249 0.1 0.267568 0.0039249 0.294255
9.68969e+07 0.0386049 0.1 0.268018 0.00386049 0.295882
9.70971e+07 0.0379727 0.1 0.268468 0.00379727 0.297515
9.72973e+07 0.0373521 0.1 0.268919 0.00373521 0.299154
9.74975e+07 0.0367429 0.1 0.269369 0.00367429 0.300798
9.76977e+07 0.0361449 0.1 0.26982 0.00361449 0.302448
9.78979e+07 0.0355578 0.1 0.27027 0.00355578 0.304104
9.80981e+07 0.0349813 0.1 0.270721 0.00349813 0.305765
9.82983e+07 0.0344154 0.1 0.271171 0.00344154 0.307432
9.84985e+07 0.0338598 0.1 0.271622 0.00338598 0.309104
9.86987e+07 0.0333142 0.1 0.272072 0.00333142 0.310783
9.88989e+07 0.0327785 0.1 0.272523 0.00327785 0.312467
9.90991e+07 0.0322525 0.1 0.272973 0.00322525 0.314156
9.92993e+07 0.031736 0.1 0.273423 0.0031736 0.315851
9.94995e+07 0.0312287 0.1 0.273874 0.00312287 0.317552
9.96997e+07 0.0307306 0.1 0.274324 0.00307306 0.319259
9.98999e+07 0.0302413 0.1 0.274775 0.00302413 0.320971
1.001e+08 0.0297608 0.1 0.275225 0.00297608 0.32269
1.003e+08 0.0292889 0.1 0.275676 0.00292889 0.324413
1.00501e+08 0.0288254 0.1 0.276126 0.00288254 0.326143
1.00701e+08 0.0283701 0.1 0.276577 0.00283701 0.327878
1.00901e+08 0.0279229 0.1 0.277027 0.00279229 0.32962
1.01101e+08 0.0274836 0.1 0.277477 0.00274836 0.331367
1.01301e+08 0.0270521 0.1 0.277928 0.00270521 0.333119
1.01502e+08 0.0266282 0.1 0.278378 0.00266282 0.334878
1.01702e+08 0.0262117 0.1 0.278829 0.00262117 0.336642
1.01902e+08 0.0258026 0.1 0.279279 0.00258026 0.338412
1.02102e+08 0.0254006 0.1 0.27973 0.00254006 0.340188
1.02302e+08 0.0250056 0.1 0.28018 0.00250056 0.341969
1.02503e+08 0.0246176 0.1 0.280631 0.00246176 0.343757
1.02703e+08 0.0242363 0.1 0.281081 0.00242363 0.34555
1.02903e+08 0.0238616 0.1 0.281532 0.00238616 0.347349
1.03103e+08 0.0234935 0.1 0.281982 0.00234935 0.349154
1.03303e+08 0.0231317 0.1 0.282432 0.00231317 0.350965
1.03504e+08 0.0227762 0.1 0.282883 0.00227762 0.352782
1.03704e+08 0.0224268 0.1 0.283333 0.00224268 0.354605
1.03904e+08 0.0220834 0.1 0.283784 0.00220834 0.356433
1.04104e+08 0.021746 0.1 0.284234 0.0021746 0.358267
1.04304e+08 0.0214143 0.1 0.284685 0.00214143 0.360108
1.04505e+08 0.0210883 0.1 0.285135 0.00210883 0.361954
1.04705e+08 0.0207679 0.1 0.285586 0.00207679 0.363806
1.04905e+08 0.0204529 0.1 0.286036 0.00204529 0.365664
1.05105e+08 0.0201433 0.1 0.286486 0.00201433 0.367527
1.05305e+08 0.019839 0.1 0.286937 0.0019839 0.369397
1.05506e+08 0.0195398 0.1 0.287387 0.00195398 0.371273
1.05706e+08 0.0192457 0.1 0.287838 0.00192457 0.373155
1.05906e+08 0.0189566 0.1 0.288288 0.00189566 0.375042
1.06106e+08 0.0186723 0.1 0.288739 0.00186723 0.376936
1.06306e+08 0.0183928 0.1 0.289189 0.00183928 0.378835
1.06507e+08 0.0181181 0.1 0.28964 0.00181181 0.380741
1.06707e+08 0.0178479 0.1 0.29009 0.00178479 0.382652
1.06907e+08 0.0175823 0.1 0.290541 0.00175823 0.38457
1.07107e+08 0.0173211 0.1 0.290991 0.00173211 0.386493
1.07307e+08 0.0170642 0.1 0.291441 0.00170642 0.388422
1.07508e+08 0.0168117 0.1 0.291892 0.00168117 0.390358
1.07708e+08 0.0165633 0.1 0.292342 0.00165633 0.392299
1.07908e+08 0.0163191 0.1 0.292793 0.00163191 0.394247
1.08108e+08 0.0160789 0.1 0.293243 0.00160789 0.3962
1.08308e+08 0.0158426 0.1 0.293694 0.00158426 0.39816
1.08509e+08 0.0156103 0.1 0.294144 0.00156103 0.400126
1.08709e+08 0.0153818 0.1 0.294595 0.00153818 0.402097
1.08909e+08 0.015157 0.1 0.295045 0.0015157 0.404075
1.09109e+08 0.014936 0.1 0.295495 0.0014936 0.406059
1.09309e+08 0.0147185 0.1 0.295946 0.00147185 0.408049
1.0951e+08 0.0145046 0.1 0.296396 0.00145046 0.410045
1.0971e+08 0.0142942 0.1 0.296847 0.00142942 0.412047
1.0991e+08 0.0140873 0.1 0.297297 0.00140873 0.414055
1.1011e+08 0.0138837 0.1 0.297748 0.00138837 0.416069
1.1031e+08 0.0136833 0.1 0.298198 0.00136833 0.418089
1.10511e+08 0.0134863 0.1 0.298649 0.00134863 0.420116
1.10711e+08 0.0132924 0.1 0.299099 0.00132924 0.422149
1.10911e+08 0.0131017 0.1 0.29955 0.00131017 0.424187
1.11111e+08 0.012914 0.1 0.3 0.0012914 0.426232
1.11311e+08 0.0127294 0.1 0.30045 0.00127294 0.428283
1.11512e+08 0.0125477 0.1 0.300901 0.00125477 0.43034
1.11712e+08 0.0123689 0.1 0.301351 0.00123689 0.432404
1.11912e+08 0.012193 0.1 0.301802 0.0012193 0.434473
1.12112e+08 0.0120199 0.1 0.302252 0.00120199 0.436549
1.12312e+08 0.0118496 0.1 0.302703 0.00118496 0.438631
1.12513e+08 0.0116819 0.1 0.303153 0.00116819 0.440719
1.12713e+08 0.011517 0.1 0.303604 0.0011517 0.442813
1.12913e+08 0.0113546 0.1 0.304054 0.00113546 0.444914
1.13113e+08 0.0111948 0.1 0.304505 0.00111948 0.447021
1.13313e+08 0.0110376 0.1 0.304955 0.00110376 0.449133
1.13514e+08 0.0108828 0.1 0.305405 0.00108828 0.451253
1.13714e+08 0.0107305 0.1 0.305856 0.00107305 0.453378
1.13914e+08 0.0105805 0.1 0.306306 0.00105805 0.45551
1.14114e+08 0.0104329 0.1 0.306757 0.00104329 0.457648
1.14314e+08 0.0102877 0.1 0.307207 0.00102877 0.459792
1.14515e+08 0.0101446 0.1 0.307658 0.00101446 0.461942
1.14715e+08 0.0100039 0.1 0.308108 0.00100039 0.464099
1.14915e+08 0.00986529 0.1 0.308559 0.000986529 0.466262
1.15115e+08 0.00972887 0.1 0.309009 0.000972887 0.468431
1.15315e+08 0.00959457 0.1 0.309459 0.000959457 0.470607
1.15516e+08 0.00946234 0.1 0.30991 0.000946234 0.472789
1.15716e+08 0.00933217 0.1 0.31036 0.000933217 0.474977
1.15916e+08 0.009204 0.1 0.310811 0.0009204 0.477171
1.16116e+08 0.00907781 0.1 0.311261 0.000907781 0.479372
1.16316e+08 0.00895357 0.1 0.311712 0.000895357 0.481579
1.16517e+08 0.00883123 0.1 0.312162 0.000883123 0.483793
1.16717e+08 0.00871077 0.1 0.312613 0.000871077 0.486013
1.16917e+08 0.00859216 0.1 0.313063 0.000859216 0.488239
1.17117e+08 0.00847536 0.1 0.313514 0.000847536 0.490472
1.17317e+08 0.00836035 0.1 0.313964 0.000836035 0.492711
1.17518e+08 0.00824708 0.1 0.314414 0.000824708 0.494956
1.17718e+08 0.00813554 0.1 0.314865 0.000813554 0.497208
1.17918e+08 0.0080257 0.1 0.315315 0.00080257 0.499466
1.18118e+08 0.00791752 0.1 0.315766 0.000791752 0.50173
1.18318e+08 0.00781098 0.1 0.316216 0.000781098 0.504001
1.18519e+08 0.00770605 0.1 0.316667 0.000770605 0.506279
1.18719e+08 0.0076027 0.1 0.317117 0.00076027 0.508562
1.18919e+08 0.0075009 0.1 0.317568 0.00075009 0.510852
1.19119e+08 0.00740064 0.1 0.318018 0.000740064 0.513149
1.19319e+08 0.00730189 0.1 0.318468 0.000730189 0.515452
1.1952e+08 0.00720461 0.1 0.318919 0.000720461 0.517762
1.1972e+08 0.00710879 0.1 0.319369 0.000710879 0.520078
1.1992e+08 0.0070144 0.1 0.31982 0.00070144 0.5224
1.2012e+08 0.00692142 0.1 0.32027 0.000692142 0.524729
1.2032e+08 0.00682982 0.1 0.320721 0.000682982 0.527064
1.20521e+08 0.00673959 0.1 0.321171 0.000673959 0.529406
1.20721e+08 0.00665069 0.1 0.321622 0.000665069 0.531754
1.20921e+08 0.00656311 0.1 0.322072 0.000656311 0.534109
1.21121e+08 0.00647683 0.1 0.322523 0.000647683 0.536471
1.21321e+08 0.00639182 0.1 0.322973 0.000639182 0.538838
1.21522e+08 0.00630806 0.1 0.323423 0.000630806 0.541213
1.21722e+08 0.00622553 0.1 0.323874 0.000622553 0.543594
1.21922e+08 0.00614422 0.1 0.324324 0.000614422 0.545981
1.22122e+08 0.0060641 0.1 0.324775 0.00060641 0.548375
1.22322e+08 0.00598516 0.1 0.325225 0.000598516 0.550776
1.22523e+08 0.00590737 0.1 0.325676 0.000590737 0.553183
1.22723e+08 0.00583071 0.1 0.326126 0.000583071 0.555597
1.22923e+08 0.00575517 0.1 0.326577 0.000575517 0.558017
1.23123e+08 0.00568073 0.1 0.327027 0.000568073 0.560444
1.23323e+08 0.00560737 0.1 0.327477 0.000560737 0.562877
1.23524e+08 0.00553508 0.1 0.327928 0.000553508 0.565317
1.23724e+08 0.00546383 0.1 0.328378 0.000546383 0.567764
1.23924e+08 0.00539362 0.1 0.328829 0.000539362 0.570217
1.24124e+08 0.00532441 0.1 0.329279 0.000532441 0.572677
1.24324e+08 0.00525621 0.1 0.32973 0.000525621 0.575143
1.24525e+08 0.00518898 0.1 0.33018 0.000518898 0.577616
1.24725e+08 0.00512272 0.1 0.330631 0.000512272 0.580096
1.24925e+08 0.00505741 0.1 0.331081 0.000505741 0.582582
1.25125e+08 0.00499304 0.1 0.331532 0.000499304 0.585075
1.25325e+08 0.00492959 0.1 0.331982 0.000492959 0.587575
1.25526e+08 0.00486704 0.1 0.332432 0.000486704 0.590081
1.25726e+08 0.00480538 0.1 0.332883 0.000480538 0.592594
1.25926e+08 0.0047446 0.1 0.333333 0.00047446 0.595114
1.26126e+08 0.00468469 0.1 0.333784 0.000468469 0.59764
1.26326e+08 0.00462562 0.1 0.334234 0.000462562 0.600173
1.26527e+08 0.00456739 0.1 0.334685 0.000456739 0.602713
1.26727e+08 0.00450999 0.1 0.335135 0.000450999 0.605259
1.26927e+08 0.00445339 0.1 0.335586 0.000445339 0.607812
1.27127e+08 0.0043976 0.1 0.336036 0.00043976 0.610372
1.27327e+08 0.00434258 0.1 0.336486 0.000434258 0.612939
1.27528e+08 0.00428835 0.1 0.336937 0.000428835 0.615512
1.27728e+08 0.00423487 0.1 0.337387 0.000423487 0.618092
1.27928e+08 0.00418214 0.1 0.337838 0.000418214 0.620679
1.28128e+08 0.00413015 0.1 0.338288 0.000413015 0.623273
1.28328e+08 0.00407888 0.1 0.338739 0.000407888 0.625873
1.28529e+08 0.00402833 0.1 0.339189 0.000402833 0.62848
1.28729e+08 0.00397848 0.1 0.33964 0.000397848 0.631094
1.28929e+08 0.00392933 0.1 0.34009 0.000392933 0.633715
1.29129e+08 0.00388086 0.1 0.340541 0.000388086 0.636342
1.29329e+08 0.00383306 0.1 0.340991 0.000383306 0.638977
1.2953e+08 0.00378592 0.1 0.341441 0.000378592 0.641618
1.2973e+08 0.00373943 0.1 0.341892 0.000373943 0.644266
1.2993e+08 0.00369358 0.1 0.342342 0.000369358 0.64692
1.3013e+08 0.00364837 0.1 0.342793 0.000364837 0.649582
1.3033e+08 0.00360377 0.1 0.343243 0.000360377 0.65225
1.30531e+08 0.00355979 0.1 0.343694 0.000355979 0.654925
1.30731e+08 0.00351641 0.1 0.344144 0.000351641 0.657607
1.30931e+08 0.00347363 0.1 0.344595 0.000347363 0.660296
1.31131e+08 0.00343143 0.1 0.345045 0.000343143 0.662992
1.31331e+08 0.0033898 0.1 0.345495 0.00033898 0.665695
1.31532e+08 0.00334875 0.1 0.345946 0.000334875 0.668404
1.31732e+08 0.00330825 0.1 0.346396 0.000330825 0.671121
1.31932e+08 0.0032683 0.1 0.346847 0.00032683 0.673844
1.32132e+08 0.00322889 0.1 0.347297 0.000322889 0.676574
1.32332e+08 0.00319002 0.1 0.347748 0.000319002 0.679311
1.32533e+08 0.00315167 0.1 0.348198 0.000315167 0.682055
1.32733e+08 0.00311384 0.1 0.348649 0.000311384 0.684806
1.32933e+08 0.00307653 0.1 0.349099 0.000307653 0.687564
1.33133e+08 0.00303971 0.1 0.34955 0.000303971 0.690329
1.33333e+08 0.00300339 0.1 0.35 0.000300339 0.693101
1.33534e+08 0.00296755 0.1 0.35045 0.000296755 0.695879
1.33734e+08 0.0029322 0.1 0.350901 0.00029322 0.698665
1.33934e+08 0.00289732 0.1 0.351351 0.000289732 0.701457
1.34134e+08 0.0028629 0.1 0.351802 0.00028629 0.704257
1.34334e+08 0.00282895 0.1 0.352252 0.000282895 0.707063
1.34535e+08 0.00279545 0.1 0.352703 0.000279545 0.709877
1.34735e+08 0.00276239 0.1 0.353153 0.000276239 0.712697
1.34935e+08 0.00272977 0.1 0.353604 0.000272977 0.715525
1.35135e+08 0.00269758 0.1 0.354054 0.000269758 0.718359
1.35335e+08 0.00266582 0.1 0.354505 0.000266582 0.721201
1.35536e+08 0.00263449 0.1 0.354955 0.000263449 0.724049
1.35736e+08 0.00260356 0.1 0.355405 0.000260356 0.726905
1.35936e+08 0.00257304 0.1 0.355856 0.000257304 0.729767
1.36136e+08 0.00254293 0.1 0.356306 0.000254293 0.732637
1.36336e+08 0.00251321 0.1 0.356757 0.000251321 0.735513
1.36537e+08 0.00248388 0.1 0.357207 0.000248388 0.738397
1.36737e+08 0.00245493 0.1 0.357658 0.000245493 0.741288
1.36937e+08 0.00242637 0.1 0.358108 0.000242637 0.744186
1.37137e+08 0.00239817 0.1 0.358559 0.000239817 0.74709
1.37337e+08 0.00237035 0.1 0.359009 0.000237035 0.750002
1.37538e+08 0.00234289 0.1 0.359459 0.000234289 0.752921
1.37738e+08 0.00231578 0.1 0.35991 0.000231578 0.755847
1.37938e+08 0.00228903 0.1 0.36036 0.000228903 0.758781
1.38138e+08 0.00226262 0.1 0.360811 0.000226262 0.761721
1.38338e+08 0.00223656 0.1 0.361261 0.000223656 0.764668
1.38539e+08 0.00221084 0.1 0.361712 0.000221084 0.767623
1.38739e+08 0.00218544 0.1 0.362162 0.000218544 0.770584
1.38939e+08 0.00216038 0.1 0.362613 0.000216038 0.773553
1.39139e+08 0.00213563 0.1 0.363063 0.000213563 0.776529
1.39339e+08 0.00211121 0.1 0.363514 0.000211121 0.779512
1.3954e+08 0.0020871 0.1 0.363964 0.00020871 0.782502
1.3974e+08 0.0020633 0.1 0.364414 0.00020633 0.7855
1.3994e+08 0.0020398 0.1 0.364865 0.00020398 0.788504
1.4014e+08 0.00201661 0.1 0.365315 0.000201661 0.791516
1.4034e+08 0.00199371 0.1 0.365766 0.000199371 0.794535
1.40541e+08 0.0019711 0.1 0.366216 0.00019711 0.797561
1.40741e+08 0.00194878 0.1 0.366667 0.000194878 0.800594
1.40941e+08 0.00192674 0.1 0.367117 0.000192674 0.803635
1.41141e+08 0.00190499 0.1 0.367568 0.000190499 0.806682
1.41341e+08 0.00188351 0.1 0.368018 0.000188351 0.809737
1.41542e+08 0.0018623 0.1 0.368468 0.00018623 0.812799
1.41742e+08 0.00184136 0.1 0.368919 0.000184136 0.815869
1.41942e+08 0.00182069 0.1 0.369369 0.000182069 0.818945
1.42142e+08 0.00180027 0.1 0.36982 0.000180027 0.822029
1.42342e+08 0.00178012 0.1 0.37027 0.000178012 0.82512
1.42543e+08 0.00176021 0.1 0.370721 0.000176021 0.828218
1.42743e+08 0.00174056 0.1 0.371171 0.000174056 0.831324
1.42943e+08 0.00172115 0.1 0.371622 0.000172115 0.834437
1.43143e+08 0.00170199 0.1 0.372072 0.000170199 0.837557
1.43343e+08 0.00168307 0.1 0.372523 0.000168307 0.840684
1.43544e+08 0.00166438 0.1 0.372973 0.000166438 0.843819
1.43744e+08 0.00164592 0.1 0.373423 0.000164592 0.846961
1.43944e+08 0.0016277 0.1 0.373874 0.00016277 0.85011
1.44144e+08 0.0016097 0.1 0.374324 0.00016097 0.853267
1.44344e+08 0.00159193 0.1 0.374775 0.000159193 0.856431
1.44545e+08 0.00157437 0.1 0.375225 0.000157437 0.859602
1.44745e+08 0.00155704 0.1 0.375676 0.000155704 0.862781
1.44945e+08 0.00153991 0.1 0.376126 0.000153991 0.865967
1.45145e+08 0.001523 0.1 0.376577 0.0001523 0.86916
1.45345e+08 0.0015063 0.1 0.377027 0.00015063 0.87236
1.45546e+08 0.00148981 0.1 0.377477 0.000148981 0.875568
1.45746e+08 0.00147351 0.1 0.377928 0.000147351 0.878784
1.45946e+08 0.00145742 0.1 0.378378 0.000145742 0.882006
1.46146e+08 0.00144153 0.1 0.378829 0.000144153 0.885236
1.46346e+08 0.00142582 0.1 0.379279 0.000142582 0.888474
1.46547e+08 0.00141032 0.1 0.37973 0.000141032 0.891719
1.46747e+08 0.001395 0.1 0.38018 0.0001395 0.894971
1.46947e+08 0.00137987 0.1 0.380631 0.000137987 0.89823
1.47147e+08 0.00136492 0.1 0.381081 0.000136492 0.901497
1.47347e+08 0.00135015 0.1 0.381532 0.000135015 0.904772
1.47548e+08 0.00133557 0.1 0.381982 0.000133557 0.908054
1.47748e+08 0.00132116 0.1 0.382432 0.000132116 0.911343
1.47948e+08 0.00130692 0.1 0.382883 0.000130692 0.91464
1.48148e+08 0.00129286 0.1 0.383333 0.000129286 0.917944
1.48348e+08 0.00127897 0.1 0.383784 0.000127897 0.921256
1.48549e+08 0.00126524 0.1 0.384234 0.000126524 0.924575
1.48749e+08 0.00125168 0.1 0.384685 0.000125168 0.927901
1.48949e+08 0.00123829 0.1 0.385135 0.000123829 0.931235
1.49149e+08 0.00122505 0.1 0.385586 0.000122505 0.934577
1.49349e+08 0.00121198 0.1 0.386036 0.000121198 0.937926
1.4955e+08 0.00119906 0.1 0.386486 0.000119906 0.941282
1.4975e+08 0.00118629 0.1 0.386937 0.000118629 0.944646
1.4995e+08 0.00117368 0.1 0.387387 0.000117368 0.948018
1.5015e+08 0.00116122 0.1 0.387838 0.000116122 0.951397
1.5035e+08 0.00114891 0.1 0.388288 0.000114891 0.954783
1.50551e+08 0.00113674 0.1 0.388739 0.000113674 0.958177
1.50751e+08 0.00112472 0.1 0.389189 0.000112472 0.961579
1.50951e+08 0.00111284 0.1 0.38964 0.000111284 0.964988
1.51151e+08 0.00110111 0.1 0.39009 0.000110111 0.968405
1.51351e+08 0.00108951 0.1 0.390541 0.000108951 0.971829
1.51552e+08 0.00107805 0.1 0.390991 0.000107805 0.97526
1.51752e+08 0.00106672 0.1 0.391441 0.000106672 0.9787
1.51952e+08 0.00105553 0.1 0.391892 0.000105553 0.982147
1.52152e+08 0.00104447 0.1 0.392342 0.000104447 0.985601
1.52352e+08 0.00103354 0.1 0.392793 0.000103354 0.989063
1.52553e+08 0.00102274 0.1 0.393243 0.000102274 0.992533
1.52753e+08 0.00101207 0.1 0.393694 0.000101207 0.99601
1.52953e+08 0.00100152 0.1 0.394144 0.000100152 0.999495
1.53153e+08 0.000991091 0.1 0.394595 9.91091e-05 1.00299
1.53353e+08 0.000980788 0.1 0.395045 9.80788e-05 1.00649
1.53554e+08 0.000970604 0.1 0.395495 9.70604e-05 1.01
1.53754e+08 0.00096054 0.1 0.395946 9.6054e-05 1.01351
1.53954e+08 0.000950593 0.1 0.396396 9.50593e-05 1.01703
1.54154e+08 0.000940761 0.1 0.396847 9.40761e-05 1.02056
1.54354e+08 0.000931044 0.1 0.397297 9.31044e-05 1.0241
1.54555e+08 0.000921439 0.1 0.397748 9.21439e-05 1.02765
1.54755e+08 0.000911946 0.1 0.398198 9.11946e-05 1.0312
1.54955e+08 0.000902563 0.1 0.398649 9.02563e-05 1.03476
1.55155e+08 0.000893288 0.1 0.399099 8.93288e-05 1.03833
1.55355e+08 0.00088412 0.1 0.39955 8.8412e-05 1.04191
1.55556e+08 0.000875058 0.1 0.4 8.75058e-05 1.04549
1.55756e+08 0.000866101 0.1 0.40045 8.66101e-05 1.04908
1.55956e+08 0.000857246 0.1 0.400901 8.57246e-05 1.05268
1.56156e+08 0.000848493 0.1 0.401351 8.48493e-05 1.05629
1.56356e+08 0.000839841 0.1 0.401802 8.39841e-05 1.05991
1.56557e+08 0.000831287 0.1 0.402252 8.31287e-05 1.06353
1.56757e+08 0.000822832 0.1 0.402703 8.22832e-05 1.06716
1.56957e+08 0.000814473 0.1 0.403153 8.14473e-05 1.0708
1.57157e+08 0.00080621 0.1 0.403604 8.0621e-05 1.07444
1.57357e+08 0.00079804 0.1 0.404054 7.9804e-05 1.0781
1.57558e+08 0.000789964 0.1 0.404505 7.89964e-05 1.08176
1.57758e+08 0.00078198 0.1 0.404955 7.8198e-05 1.08543
1.57958e+08 0.000774086 0.1 0.405405 7.74086e-05 1.08911
1.58158e+08 0.000766282 0.1 0.405856 7.66282e-05 1.09279
1.58358e+08 0.000758566 0.1 0.406306 7.58566e-05 1.09648
1.58559e+08 0.000750937 0.1 0.406757 7.50937e-05 1.10018
1.58759e+08 0.000743395 0.1 0.407207 7.43395e-05 1.10389
1.58959e+08 0.000735938 0.1 0.407658 7.35938e-05 1.10761
1.59159e+08 0.000728565 0.1 0.408108 7.28565e-05 1.11133
1.59359e+08 0.000721275 0.1 0.408559 7.21275e-05 1.11506
1.5956e+08 0.000714066 0.1 0.409009 7.14066e-05 1.1188
1.5976e+08 0.000706939 0.1 0.409459 7.06939e-05 1.12255
1.5996e+08 0.000699892 0.1 0.40991 6.99892e-05 1.12631
1.6016e+08 0.000692924 0.1 0.41036 6.92924e-05 1.13007
1.6036e+08 0.000686033 0.1 0.410811 6.86033e-05 1.13384
1.60561e+08 0.00067922 0.1 0.411261 6.7922e-05 1.13762
1.60761e+08 0.000672482 0.1 0.411712 6.72482e-05 1.1414
1.60961e+08 0.00066582 0.1 0.412162 6.6582e-05 1.1452
1.61161e+08 0.000659232 0.1 0.412613 6.59232e-05 1.149
1.61361e+08 0.000652717 0.1 0.413063 6.52717e-05 1.15281
1.61562e+08 0.000646274 0.1 0.413514 6.46274e-05 1.15663
1.61762e+08 0.000639903 0.1 0.413964 6.39903e-05 1.16046
1.61962e+08 0.000633603 0.1 0.414414 6.33603e-05 1.16429
1.62162e+08 0.000627372 0.1 0.414865 6.27372e-05 1.16813
1.62362e+08 0.00062121 0.1 0.415315 6.2121e-05 1.17198
1.62563e+08 0.000615116 0.1 0.415766 6.15116e-05 1.17584
1.62763e+08 0.000609089 0.1 0.416216 6.09089e-05 1.1797
1.62963e+08 0.000603129 0.1 0.416667 6.03129e-05 1.18358
1.63163e+08 0.000597234 0.1 0.417117 5.97234e-05 1.18746
1.63363e+08 0.000591404 0.1 0.417568 5.91404e-05 1.19135
